Testlet Code,Text
Testlet1120000141,"<div class='passageMisc'><i>This passage offers one author&#8217;s opinion on the meaning of courage.</i></div>What Is Courage?</h1>Courage is a coveted trait. As humans, we all want to imagine that we would have courage to act in risky situations: to stand up to a black bear threatening a hiker, to rush into a burning building to rescue a child, to confront an unpleasant boss who is taking merciless advantage of workers. However, these admirable actions are usually accomplished only by the courageous few because, in the moment when courageous action is called for, many of us succumb to fear and fail to act. Do courageous people experience fear, too? Or are they&mdash;somehow&mdash;fearless?</div>"
Testlet1120000141,"Merriam-Webster&#8217;s dictionary defines courage as &#8220;mental or moral strength to venture, persevere, and withstand danger, fear, or difficulty,&#8221; thus acknowledging that even the courageous feel fear. However, www.dictionary.com disagrees. This source defines courage as &#8220;the quality of mind or spirit that enables a person to face difficulty, danger, pain, etc., without fear.&#8221;</div>Many of our cultural icons reinforce the idea that courage is the equivalent of fearlessness. Celebrity heroes dash to the rescue without a moment&#8217;s pause. Imagine the absurdity of Superman shivering with fear before taking down his enemy. Imagine a soundtrack of his pounding heart and a shot of his sweaty</div>"
Testlet1120000141,"palms. Similarly, imagine a television interviewer focusing her questions on the hero&#8217;s fear when she rushed into a burning building to save a child. The misleading cultural fiction that heroes are fearless may deter potential heroes from action. Perhaps they ponder their pounding hearts and sweaty palms and chide themselves for not having heroic qualities.</div>Shouldn&#8217;t our culture be encouraging heroes, reassuring them that their fears are normal and do not preclude heroic action? When faced with a deadly snake, every human in existence experiences fear, but according to Joseph LeDoux, a professor of neuroscience at New York University, people register particular threats differently. When humans</div>"
Testlet1120000141,"do react to an imminent danger, however, their physical reactions are similar. Our hearts race, our palms sweat, and our guts feel empty. These sensations are the result of two signals that are sent to the brain. The first signal travels to the amygdala, a region near the base of the brain, and causes us to freeze or jump. The second signal is sent to the hypothalamus, which triggers the autonomic nervous system and triggers the physiological symptoms, also known as the fight-or-flight response.</div>Franklin D. Roosevelt, the thirty-second president of the United States, had it right when he said, &#8220;Courage is not the absence of fear, but rather the assessment that something else is more important than fear.&#8221;</div>"
Testlet1120000141,"The word <i>courage</i> comes from the Latin word <i>cor</i>, meaning &#8220;heart.&#8221; When the heart is invested in doing the right thing, brave action will take precedence over fear&mdash;and only then will humans accomplish courageous acts.</div>"
Testlet1100005,"Excerpt from<br /><i>Mozart: The Man and the Artist,<br />As Revealed in His Own Words</i><br /><span class='author'>by Friedrich Kerst, Biographer</span></h1>The German composer Wolfgang Amadeus Mozart (1756&mdash;1791) was not only a musical genius, but was also one of the pre-eminent geniuses of the Western world. He defined in his music a system of musical thought and an entire state of mind that were unlike any previously experienced. A true child prodigy, he began composing at age 5 and rapidly developed his unmistakable style; by 18 he was composing works capable of altering the mind-states of entire civilizations. . . .</div>"
Testlet1100005,"<u>Mozart&#8217;s music IS civilization. It encompasses all that is humane about an idealized civilization. . . . He wanted to show his fellow Europeans, with their garbage-polluted city streets, their violent mono-maniacal leaders and their stifling, non-humane bureaucracies, new ideas on how to run their civilizations properly.</u> . . .</div>He was an extremely sophisticated and complex man. His letters reveal him as remarkably creative, fascinated by the arts, principled, religious and devoted to his father. He had an energetic personality that was almost completely <u>devoid</u> of any cynicism, pessimism or discouragement from creating music. . . .</div>"
Testlet1100005,"He was not as shrewd as he was civilized, however. He was peculiarly lax about profiting from his history-changing music. His promoters constantly short-changed him.</div>He died nearly penniless and in debt, and at his death at age 35 an apathetic public took little notice of this man who had done so much in service to civilization. He was buried in an unmarked pauper&#8217;s grave with few mourners. After his death, the bones of this great paragon of self-sacrifice for the sake of improving civilization were dug up and disposed of. His grave was then re-used, and to this day no one knows where his bones<br/>lie. . . .</div>"
Testlet1100005,"But the sounds he heard in his head live on, stimulating millions in elevators, doctors&#8217; offices, train terminals, concert halls and myriad other places to be more civilized, assuming that they pay attention to the music.</div>"
Testlet1100005,"<div class='passageMisc'><i>This is a letter Mozart wrote to his father in 1778 while he was studying under various composers around Europe.</i></div>Excerpt from<br /><i>The Letters of<br />Wolfgang Amadeus Mozart</i><span class='author'>Translated by Lady Wallace</span></h1><i>St. Germains, [France], August 27, 1778</i></div>I write to you very hurriedly; you will see that I am not in Paris. Herr Bach, from London [Johann Christian], has been here for the last fortnight. He is going to write a French opera, and is only come for the purpose of hearing the singers, and afterwards goes to London to complete the opera, and returns here to put it on the stage. You may easily imagine his joy</div>"
Testlet1100005,"and mine when we met again; perhaps his delight may not be quite as sincere as mine, but it must be admitted that he is an honorable man and willing to do justice to others. I love him from my heart (as you know), and esteem him; and as for him, there is no doubt that he praises me warmly, not only to my face, but to others also, and not in the exaggerated manner in which some speak, but in earnest. Tenducci is also here, Bach&#8217;s dearest friend, and he expressed the greatest delight at seeing me again.</div>I must now tell you how I happen to be at<br/>St. Germains. The Marechal de Noailles lives here, as you no doubt know, (for I am told I was here fifteen years ago, though I don&#8217;t remember it.) Tenducci is a great favorite of</div>"
Testlet1100005,"his, and as he is exceedingly partial to me, he was anxious to procure me this acquaintance. I shall gain nothing here, a trifling present perhaps, but at the same time I do not lose, for it costs me nothing; and even if I do not get anything, still I have made an acquaintance that may be very useful to me.</div>I must make haste, for I am writing a scena for Tenducci, which is to be given on Sunday; it is for pianoforte, hautboy, horn, and bassoon, the performers being the Marechal&#8217;s own people&mdash;Germans, who play very well. I should like to have written to you long since, but just as I had begun the letter (which is now lying in Paris) I was obliged to [travel] to St. Germains, intending to return the same day, and I have now been here a week. I shall</div>"
Testlet1100005,"return to Paris as soon as I can, though I shall not lose much there by my absence, for I have now only one pupil, the others being in the country. I could not write to you from here either, because we were obliged to wait for an opportunity to send a letter to Paris.</div>I am quite well, thank God, and trust that both of you are the same. You must have<br/>patience&mdash;all goes on slowly; I must make friends. France is not unlike Germany in <u>feeding people with encomiums</u>,<sup>1</sup> and yet <u>there is a good hope that, by means of your friends, you may make your fortune.</u> One lucky thing is, that food and lodging cost me nothing. . . . Adieu!</div> <div class='passageMiscBT absBottom'><div class='passageMisc'><b>1. encomiums:</b> warm praise</div></div>"
Testlet2100009,"<div class='passageMisc'><i>Victor Hugo&#8217;s masterpiece</i> Les Mis&#233;rables, <i>set in nineteenth century France, tells the epic tale of Jean Valjean, a man who journeys from desperation to corruption to redemption over the course of his lifetime. In this excerpt from Chapter III: &#8220;The Heroism of Passive Obedience,&#8221; Valjean has been released from prison and is attempting to find shelter for the night. As in the biblical story of Mary and Joseph, he is turned away from every inn in town. He has just about given up hope when a kindly woman directs him to the home of the local bishop.</i></div>Excerpt from <i>Les Mis&#233;rables</i><span class='author'>by Victor Hugo</span></h1>. . . The Bishop fixed a tranquil eye on the man.</div>As he opened his mouth, doubtless to ask the new-comer what he desired, the man rested</div>"
Testlet2100009,"both hands on his staff, directed his gaze at the old man and the two women, and without waiting for the Bishop to speak, he said, in a loud voice:&mdash;</div>&#8220;See here. My name is Jean Valjean. I am a convict from the galleys. I have passed nineteen years in the galleys. I was liberated four days ago, and am on my way to Pontarlier, which is my destination. I have been walking for four days since I left Toulon. I have travelled a dozen leagues to-day on foot. <u>This evening, when I arrived in these parts, I went to an inn, and they turned me out, because of my yellow passport, which I had shown at the town-hall. I had to do it. I</u></div>"
Testlet2100009,"<u>went to an inn. They said to me, &#8216;Be off,&#8217; at both places. No one would take me. I went to the prison; the jailer would not admit me.</u> I went into a dog&#8217;s kennel; the dog bit me and chased me off, as though he had been a man. One would have said that he knew who I was. . . . I have money. I am very weary; twelve leagues on foot; I am very hungry. Are you willing that I should remain?&#8221; </div>&#8220;Madame Magloire,&#8221; said the Bishop, &#8220;you will set another place.&#8221;</div>The man advanced three paces, and approached the lamp which was on the table. &#8220;Stop,&#8221; he resumed, as though he had not quite understood; &#8220;that&#8217;s not it. Did you</div>"
Testlet2100009,"hear? I am a galley-slave; a convict. I come from the galleys. . . . Every one has cast me out. Are you willing to receive me? Is this an inn? Will you give me something to eat and a bed? Have you a stable?&#8221;</div>&#8220;Madame Magloire,&#8221; said the Bishop, &#8220;you will put white sheets on the bed in the alcove.&#8221; . . . Madame Magloire retired to execute these orders.</div>The Bishop turned to the man.</div>&#8220;Sit down, sir, and warm yourself. We are going to sup in a few moments, and your bed will be prepared while you are supping.&#8221;</div>"
Testlet2100009,"At this point the man suddenly comprehended. The expression of his face, up to that time <u>sombre</u> and <u>harsh</u>, bore the imprint of <u>stupefaction</u>, of <u>doubt</u>, of <u>joy</u>, and became <u>extraordinary</u>. He began stammering like a crazy man:&mdash;</div>&#8220;Really? What! You will keep me? You do not drive me forth? A convict! You call me sir! . . . Pardon me, monsieur the inn-keeper, but what is your name?. . . &#8221;</div>&#8220;I am,&#8221; replied the Bishop, &#8220;a priest who lives here.&#8221;</div>&#8220;A priest!&#8221; said the man. &#8220;Oh, what a fine priest! Then you are not going to demand any money of me? You are the cur&#233;,<sup>1</sup> are you</div>"
Testlet2100009,"not? the cur&#233; of this big church? Well! I am a fool, truly! I had not perceived your skull-cap. . . . You are humane, Monsieur le Cur&#233;; you have not scorned me. A good priest is a very good thing. Then you do not require me to pay?&#8221;</div>&#8220;No,&#8221; said the Bishop; &#8221;keep your money. How much have you? Did you not tell me one hundred and nine francs?&#8221;</div>&#8220;And fifteen sous,&#8221; added the man.</div>&#8220;One hundred and nine francs fifteen sous. And how long did it take you to earn that?&#8221;</div>&#8220;Nineteen years.&#8221;</div>&#8220;Nineteen years!&#8221;</div>"
Testlet2100009,"The Bishop sighed deeply. . . .</div>Madame Magloire returned. She brought a silver fork and spoon, which she placed on the table.</div>&#8220;Madame Magloire,&#8221; said the Bishop, &#8220;place those things as near the fire as possible.&#8221; And turning to his guest: &#8220;The night wind is harsh on the Alps. You must be cold, sir.&#8221;</div>Each time that he uttered the word <i>sir</i>, in his voice which was so gently grave and polished, the man&#8217;s face lighted up. . . .</div>&#8220;Monsieur le Cur&#233;,&#8221; said the man, &#8220;you are good; you do not despise me. You receive me into your house. You light your candles for me.</div>"
Testlet2100009,"Yet I have not concealed from you whence I come and that I am an unfortunate man.&#8221;</div>The Bishop, who was sitting close to him, gently touched his hand. . . . &#8220;I say to you, who are passing by, that you are much more at home here than I am myself. Everything here is yours. What need have I to know your name? Besides, before you told me you had one which I knew.&#8221;</div>The man opened his eyes in astonishment.</div>&#8220;Really? You knew what I was called?&#8221;</div>&#8220;Yes,&#8221; replied the Bishop, &#8220;you are called my brother.&#8221;</div><div class='passageMiscBT absBottom'><div class='passageMisc'>1. A cur&#233; is a title given to the local head of a church.</div></div>"
Testlet1120000021,"<div class='passageMisc'><i>William Butler Yeats was born in Ireland in 1865. He began writing poetry in his teens. This poem, about an uninhabited island in Ireland, was written in 1888.</i></div>Lake Isle of Innisfree<span class='author'>by William Butler Yeats</span></h1><div class='passageMisc'>I will arise and go now, and go to Innisfree,<br/>And a small cabin build there, of clay and wattles<sup>1</sup> made;<br/>Nine bean rows will I have there, a hive for the honey bee,<br/>And live alone in the bee-loud glade.</div><div class='passageMisc highlightPhrases' highlightCount='1' group='g1'><div class='poetry'><span id='phrase-1' class='highlightPhrase'><u>And I shall have some peace there, for peace comes<br/>dropping slow,</u></span><span class='pull-right'>5</span></div><div class='poetry'>Dropping from the veils of the morning to where the<br/>cricket sings;</div><span id='phrase-2' class='highlightPhrase'><u>There midnight&#8217;s all a glimmer, and noon a purple glow,</u></span><br/>And evening full of the linnet&#8217;s<sup>2</sup> wings.</div>"
Testlet1120000021,"<div class='passageMisc highlightPhrases' highlightCount='1' group='g1'><span id='phrase-3' class='highlightPhrase'><u>I will arise and go now, for always night and day</u></span><br/>I hear lake water lapping with low sounds by the shore;<span class='pull-right'>10</span><br/><span id='phrase-4' class='highlightPhrase'><u>While I stand on the roadway, or on the pavements gray,</u></span><br/>I hear it in the deep heart&#8217;s core.</div><div class='passageMiscBT absBottom'><div class='passageMisc'><b>1. wattles:</b> flexible rods or sticks used in construction</div><div class='passageMisc'><b>2. linnet:</b> a small bird; a finch</div></div>"
Testlet1120000031,"You Never Know</h1><div class='passageMisc'><i>[At a busy café, WILL, a young man in his twenties, sits on a sofa, reading a book. A middle-aged WOMAN takes the empty seat next to WILL. WOMAN keeps looking toward the door, waiting for someone.</i>]</div><div class='passageMisc'>WOMAN:<br/>Any good? <i>[Leaning closer. Louder.]</i> That book any good?</div><div class='passageMisc'>WILL:<br/>Hmmm? Oh&mdash;yeah, it&#8217;s not bad.<br/> <i>[Immediately continues reading.]</i></div><div class='passageMisc'>WOMAN:<br/>My friend recommended it to me. He&#8217;s a writer himself, so he thinks he knows what everybody else should be reading, but we have very different taste literature-wise.</div>"
Testlet1120000031,"<div class='passageMisc'>WILL <i>[Without looking up.]</i>:<br/>Uh huh.</div><div class='passageMisc'>WOMAN:<br/>The last book he told me to read was such drudgery that I never made it past the first twenty pages: too many extended metaphors and twenty-dollar words. Somewhere underneath it all was a plot, but I felt like I was watching an eagle try to fly with a string of tin cans tangled around its feet. Is that book the same way?</div><div class='passageMisc'>WILL <i>[Looks up briefly.]</i>:<br/>What? No, it&#8217;s pretty compelling.<br/><i>[Continues reading.]</i></div><div class='passageMisc'>WOMAN:<br/>Maybe I would like it, then. It&#8217;s funny, Narek&#8217;s books are nothing like that. They&#8217;re real page-turners. Have you read any of his? Narek Avakian.</div>"
Testlet1120000031,"<div class='passageMisc'>WILL:<br/>Wait, you&#8217;re friends with Narek Avakian? <i>[Pulls a book by Narek Avakian out of his backpack.]</i> This Narek Avakian?</div><div class='passageMisc'>WOMAN:<br/>We met years ago when I was playing drums with Twisted. He was just a kid, but he had enough nerve to approach me after the show and beg me to take him backstage.</div><div class='passageMisc'>WILL:<br/>You&#8217;re friends with Narek Avakian, and you played with Twisted?</div><div class='passageMisc'>WOMAN:<br/>It was a different time, before I realized that my true calling was invention. Now, I&#8217;ve got fifty-three patents.</div><div class='passageMisc'>WILL:<br/>Oh, I see, uh huh.</div>"
Testlet1120000031,"<div class='passageMisc'>WOMAN:<br/>You know that lawn sprinkler shaped like a cow, with the tail that spins around? <i>[Clerk behind the counter calls WOMAN&#8217;s name.]</i></div><div class='passageMisc'>WOMAN:<br/>Save this seat for me, will you?<br/><i>[Approaches the counter.]</i></div><div class='passageMisc'><i>[WILL&#8217;s cell phone rings.]</i></div><div class='passageMisc'>WILL:<br/>Hey, what&#8217;s up?. . . <i>[Glancing over at WOMAN, who is still occupied at the counter.]</i> I&#8217;m at Brewster&#8217;s trying to read, but I&#8217;m just about to leave. I got cornered by some chatty woman who thinks she played drums for Twisted,<br/>and . . . oh, sure you have. They sang that song, &#8220;You Never<br/>Know&#8221; . . . <i>[Sings the chorus of a catchy pop song.]</i></div>"
Testlet1120000031,"<div class='passageMisc highlightPhrases' highlightCount='1' group='g1'><span id='phrase-1' class='highlightPhrase'><i>[WOMAN waves at a MAN who has just entered the caf&#233;.</i></span> <span id='phrase-2' class='highlightPhrase'><i>They hug, WOMAN hands the MAN a beverage, and together they approach the sofa, chatting.]</i></span></div><div class='passageMisc highlightPhrases' highlightCount='1' group='g1'>WILL:<br/><span id='phrase-3' class='highlightPhrase'>Gotta go.</span> <span id='phrase-4' class='highlightPhrase'><i>[Hangs up his phone and starts packing up as WOMAN and the MAN take seats on the sofa.</i></span> <span id='phrase-5' class='highlightPhrase'><i>WOMAN and the MAN don&#8217;t notice WILL pausing over the author photo on the back of Avakian&#8217;s book.</i></span> <span id='phrase-6' class='highlightPhrase'><i>WILL looks back and forth between the photo and the MAN.]</i></span></div><div class='passageMisc highlightPhrases' highlightCount='1' group='g1'>MAN <span id='phrase-7' class='highlightPhrase'><i>[Feeling WILL&#8217;s eyes on him, he looks up, sees WILL holding the book.</i></span> <span id='phrase-8' class='highlightPhrase'><i>He winks.]</i>:</span> <span id='phrase-9' class='highlightPhrase'>Any good?</span></div>"
Testlet1120000041,"<div class='passageMisc'><i>This memoir started out as a serious travel guide but quickly became better known for the author&#8217;s humorous writing style. In this excerpt, the author finds a book on illnesses and determines, in his inexpert opinion, that he has all of them.</i></div>from <i>Three Men In A Boat</i> <br/>(<i>To Say Nothing of the Dog</i>) <span class='author'>by Jerome K. Jerome</span></h1>I remember going to the British Museum one day to read up the treatment for some slight ailment of which I had a touch&mdash;hay fever,<br/>I fancy it was. I got down the book, and read all I came to read; and then, in an unthinking moment, I idly turned the leaves, and began to . . . study diseases, generally. I forget which was the first distemper I plunged into&mdash;some</div>"
Testlet1120000041,"fearful, devastating scourge, I know&mdash;and, before I had glanced half down the list of &#8220;[cautionary] symptoms,&#8221; it was borne in upon me that I had fairly got it.</div>I sat for awhile, frozen with horror; and then, in the listlessness of despair, I again turned over the pages. I came to typhoid fever&mdash;read the symptoms&mdash;discovered that I had typhoid fever, must have had it for months without knowing it&mdash;wondered what else I had got; turned up St. Vitus&#8217;s Dance<sup>1</sup>&mdash;found, as I expected, that I had that too&mdash;began to get interested in my case, and determined to sift it to the bottom, and so started<br/>alphabetically&mdash;read up ague<sup>2</sup>, and learnt that I was sickening for it, and that the acute stage would commence in about</div>"
Testlet1120000041,"[two weeks]. Bright&#8217;s disease<sup>3</sup>, I was relieved to find, I had only in a modified form, and, so far as that was concerned, I might live for years. Cholera I had, with severe complications; and diphtheria I seemed to have been born with. I plodded conscientiously through the twenty-six letters, and the only malady I could conclude I had not got was housemaid&#8217;s knee<sup>4</sup>. . . .</div>I sat and pondered. I thought what an interesting case I must be from a medical point of view, what an acquisition I should be to a class! Students would have no need to &#8220;walk the hospitals,&#8221; if they had me. I was a hospital in myself. All they need do would be to walk round me, and, after that, take their diploma.</div>"
Testlet1120000041,"Then I wondered how long I had to live. I tried to examine myself. I felt my pulse. I could not at first feel any pulse at all. Then, all of a sudden, it seemed to start off. I pulled out my watch and timed it. I made it a hundred and forty-seven to the minute. I tried to feel my heart. I could not feel my heart. It had stopped beating. I have since been induced to come to the opinion that it must have been there all the time, and must have been beating, but I cannot account for it. I patted myself all over my front, from what I call my waist up to my head, and I went a bit round each side, and a little way up the back. But I could not feel or hear anything. I tried to look at my tongue. I stuck it out as far as ever it would go, and I shut one eye, and tried to</div>"
Testlet1120000041,"examine it with the other. I could only see the tip, and the only thing that I could gain from that was to feel more certain than before that I had scarlet fever.</div>I had walked into that reading-room a happy, healthy man. I crawled out a decrepit wreck.</div><div class='passageMiscBT absBottom'><div class='passageMisc'><b>1. St. Vitus&#8217;s Dance: </b>a disorder characterized by jerking movements of the face, hands, and feet</div><div class='passageMisc'><b>2. ague:</b> an ailment marked by fever or shivering</div><div class='passageMisc'><b>3. Bright&#8217;s disease:</b> an illness involving chronic inflammation of the kidneys</div><div class='passageMisc'><b>4. housemaid&#8217;s knee:</b> inflammation of the fluid-filled cavity covering the kneecap</div</div>"
Testlet2100005,"My Unfaithful Evening Friend</h1><div class='passageMisc'><u>Ten thirty-five.<br/>Like clockwork, sure as the setting sun,<br/>I&#8217;m nestled beneath my blanket of feather down.</u><div class='poetry'>Tonight my surroundings are as soft as the <br/>fleece of a young lamb,</div>eyelids weighty as a sack of sand,<span class='pull-right'>5</span><div class='poetry'>awareness unraveling like a ball of<br/>loosely-wrapped yarn,</div>the entry to my second world<br/> seamless, almost imperceptible.</div><div class='passageMisc'>So tranquil yet so adventurous I am here.<br/><u>Released from the chains of my body,<span class='pull-right'>10</span><br/>I float over oceans, gallop through green fields,<br/>revel in the tinkling music of a golden harp.</u><br/>The hours between night and dawn<br/>pass in the blink of an eye.</div>"
Testlet2100005,"<div class='passageMisc'>I rejoin the realm of reality,<span class='pull-right'>15</span><br/>luxuriate in my rejuvenation,<br/>the priceless gift of a restful slumber.</div><div class='passageMisc'>The next night is a stark contrast,<br/>like charcoal on freshly-fallen snow.<br/>Sheets feel like scratchy wool on bare skin,<span class='pull-right'>20</span><br/>pillows filled with lumps of hard coal.</div><div class='passageMisc'>Thoughts, like an unceasing drumbeat in my head,<br/>pounding, irrepressible, impossible to ignore.<br/><i>Boom . . . bang . . . boom!</i><br/>The actions of the day resurfacing relentlessly,<span class='pull-right'>25</span><br/>like a single musical track on repeat.<br/><u>Like Macbeth I fear I will sleep no more.<sup>1</sup></u></div><div class='passageMisc'>I catch a glimpse of a kindly, otherworldly shepherd<br/>beckoning me, inviting me into his vast meadow of rest,<br/>but his invitation is <u>fraudulent,</u><span class='pull-right'>30</span><br/>withdrawn before I can feel the grass beneath my feet,<br/>or breathe in the delicate scent of buttercups.<br/>The minutes of darkness continue to tick past,<br/>their length unfathomable.</div>"
Testlet2100005,"<div class='passageMisc'><div class='poetry'>I spend the nocturnal hours balanced on a<br/>precarious ledge,<span class='pull-right'>35</span></div><div class='poetry'>never drifting down into the comforting, consoling,<br/>calming abyss</div>as far as I desire.</div><div class='passageMisc'>The sound of the alarm clock is shrill and sharp,<br/>nails against a chalkboard.<br/>The sun streaming in through gray blinds<span class='pull-right'>40</span><br/>mocks me, overly radiant beams informing me<br/>that the day ahead won&#8217;t be nearly as bright,<br/>overcast and full of clouds instead of cheerful light.</div><div class='passageMisc'>Oh, fickle sleep, how is it remotely possible,<br/>you can be a beloved companion <i>and</i> so hostile.<span class='pull-right'>45</span></div><div class='passageMiscBT absBottom'><div class='passageMisc'>1. Macbeth is the main character in Shakespeare&#8217;s play <i>Macbeth</i>. After he commits an evil deed, his guilty conscience prevents him from getting quality sleep. When Lady Macbeth learns of what her husband has done, she tells him, &#8220;Methought I heard a voice cry &#8216;Sleep no more!&#8217;&#8221;</div></div>"
Testlet2100008,"The Steady Beat</h1>Troy first heard the music when he was at the far end of the dormitory hall; now, standing at the door to his room, he could tell the music was coming from inside. He did not just <i>hear</i> the music&mdash;he felt it. The drumbeat vibrated against the door, against the key that he slid into the lock, and against his face, which changed in expression from curious, to blank, to confused as he looked in.</div>Troy figured he must have the key to the wrong room, for he had registered to live without a roommate. After a conversation with the resident advisor, though, he learned that an overbooking situation meant he would have</div>"
Testlet2100008,"to share a room for the semester. Troy hoped that he would at least have some things in common with his roommate, Marc, but after several days, he found that was not the case.</div>Perhaps their differences would not have been as pronounced had the school year commenced with decent weather. Instead, a weather system brought endless days and nights of rain, <u>sheets of water</u> pouring down relentlessly. Students were forced to spend hours together in the dormitories, daring to exit only for classes. The dorm room was the only place for Troy to study and for Marc, a music student, to practice his snare drum.</div>Several nights in a row, Troy inserted foam earplugs into his ears and covered them with</div>"
Testlet2100008,"noise-cancelling headphones, but he could still hear the rhythm of Marc&#8217;s drumming as he attempted to sleep. He tried to be tolerant but quickly grew irritated at Marc&#8217;s insensitivity.</div>On a stormy Tuesday morning, after suffering all night through Marc’s attempt to perfect the snare drum solo of the <i>Lieutenant Kije Suite</i>, Troy decided to have breakfast in the room, hoping the sounds of his meal would disturb Marc&#8217;s sleep. His plan worked so well that for several days, he cooked up the most obnoxious sounds. He rattled cereal loudly into the bowl, clattered the spoon, and crunched with his mouth open, all while sifting through the crumpling pages of the newspaper. Unfortunately, Marc fought back by going to</div>"
Testlet2100008,"bed even later each evening and drumming more intensely than ever.</div>Finally, one morning as Troy considered the noisiest method of preparing breakfast, the unspoken competition got to him. Neither roommate had slept well for weeks, and midterm examinations were around the corner. He left his room quietly and ate breakfast in the cafeteria while Marc sank into uninterrupted slumber. Later that night, Marc finished practicing at a reasonable time. The following morning Troy slipped out again without a sound, and in the evening, Marc braved the torrents of rain to find a practice room in the music building.</div>"
Testlet2100008,"By the time midterms began, the roommates were no longer on edge. A pleasant serenity had wrapped itself around the once chaotic dorm room. One weekend, Troy even decided to attend a performance of the university&#8217;s symphonic orchestra, which featured an acclaimed freshman percussionist.</div>"
Testlet2100002,"<div class='passageMisc'><i>Sarah Fowler Morgan lived in Louisiana during the Civil War. The Morgan family suffered great losses during the war. Sarah’s diary, published after her death, chronicles in loving detail the events of the war and its effect on her family and community. In this excerpt, Sarah reflects on simpler events in her life before the start of the war.</i></div>Excerpt from<br/><i>A Confederate Girl’s Diary</i><span class='author'>by Sarah Fowler Morgan</span></h1>Until that dreary 1861, I had no idea of sorrow or grief. . . . How I love to think of myself at that time! Not as <i>myself</i>, but as some happy, careless child who danced through life, loving God’s whole world too much to love any particular one, outside of her own family. She was more childish then&mdash;yet I like her for all</div>"
Testlet2100002,"her folly; I can say it now, for she is as dead as though she was lying underground.</div>Now do not imagine that Sarah has become an aged lady in the fifteen months that have elapsed since, for it is no such thing; her heart does ache occasionally, but that is a secret between her and this little rosewood furnished room; and when she gets over it, there is no one more fond of making wheelbarrows of the children, or of catching Charlie or mother by the foot and making them play lame chicken. . . . Now all this done by a young lady who remembers eighteen months ago with so much regret that she has lost so much of her high spirits&mdash;might argue that her spirits were before tremendous; and yet they were not. That other Sarah was ladylike, I am sure, in</div>"
Testlet2100002,"her wildest moments, but there is something hurried and boisterous in this one&#8217;s tricks that reminds me of some one who is making a merit of being jolly under depressing circumstances. No! That is not a nice Sarah now, to <i>my</i> taste.</div>The commencement of &#8217;61 promised much pleasure for the rest of the year, and though Secession was talked about, I do not believe anyone anticipated the war that has been desolating our country ever since, with no prospect of terminating for some time to come. True the garrison was taken, but then several pleasant officers of the Louisiana army were stationed there, and made quite an agreeable addition to our small parties, and we did not think for a moment that</div>"
Testlet2100002,"trouble would grow out of it&mdash;at least, we girls did not. Next Louisiana seceded, but still we did not trouble ourselves with gloomy anticipations, for many strangers visited the town, and our parties, rides, and walks grew [merrier] and more frequent.</div>One little party&mdash;shall I ever forget it?&mdash;was on the 9th of March, I think; such an odd, funny little party! Such [funny] things happened! What a fool Mr. McG&mdash;&mdash; made of himself! Even more so than usual. . . . &#8220;Say something new; something funny,&#8221; I said, tired of a subject on which he had been expatiating all the evening; for I had taken a long ride with him before sunset, he had escorted me to Mrs. Brunot&#8217;s, and here he was still at my side, and his conversation did not interest me. To</div>"
Testlet2100002,"hear, with him, was to obey. &#8220;Something funny? Well&mdash;&#8221; here he commenced telling something about somebody, the fun of which seemed to consist in the somebody&#8217;s having &#8220;knocked his <i>shins</i>&#8221; against something else. I only listened to the latter part; I was bored, and showed it. &#8220;Shins!&#8221; was I to laugh at such a story?</div>"
Testlet2100002,"<div class='passageMisc'><i>Emily Dickinson was an American poet who lived from 1830 to 1886. During her lifetime, she saw the nation change greatly, endure Civil War, and become a thriving industrial power. Her poems, although often alarmingly simple, explore complex themes.</i></div>Selected Poems<span class='author'>by Emily Dickinson</span></h1><div class='passageMisc'><b>I. LIFE.</b></div><div class='passageMisc'>IV.</div><div class='passageMisc'>We play at paste,<br />Till qualified for pearl,<br />Then drop the paste,<br />And deem ourself a fool.<br />The shapes, though, were similar,<br />And our new hands<br />Learned gem-tactics<br />Practising sands.</div>"
Testlet2100002,"<div class='passageMisc'>VI.</div><div class='passageMisc'><b>HOPE.</b></div><div class='passageMisc'>Hope is the thing with feathers<br />That perches in the soul,<br />And sings the tune without the words,<br />And never stops at all,<div><div class='passageMisc'>And sweetest in the gale is heard;<br />And sore must be the storm<br />That could <u>abash</u> the little bird<br />That kept so many warm.</div><div class='passageMisc'>I&#8217;ve heard it in the chillest land,<br />And on the strangest sea;<br />Yet, never, in extremity,<br />It asked a crumb of me.</div>"
Testlet2100003,"<div class='passageMisc'><i>Charles Dickens (1812–1870) revealed and criticized the Industrial Revolution in his novel,</i> Hard Times. <i>In this chapter, &#8220;Murdering the Innocents <sup>1</sup>,&#8221; Dickens introduces school headmaster Thomas Gradgrind, a character whose name has become synonymous with someone who cares only about facts and numbers.</i></div>Excerpt from <i>Hard Times</i><span class='author'>by Charles Dickens</span></h1>Thomas Gradgrind, sir. A man of realities. A man of facts and calculations. A man who proceeds upon the principle that two and two are four, and nothing over, and who is not to be talked into allowing for anything over. . . . With a rule and a pair of scales, and the multiplication table always in his pocket, sir, ready to weigh and measure any parcel of human nature, and tell you exactly what it</div>"
